site_id,name,latitude,longitude,operator,n_refill_points,max_power_kw,connector_types,type_of_site,Carretera,Tipo_de_via
2024005127,61944050300001,40.149128,-0.824358,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-234,Carretera convencional
2024005942,HYC22BZ2730B,41.666103,1.210087,"ENDESA X WAY, S.L.",2,300.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024002414,SS-Olaberria-002,43.042206,-2.215967,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,,A-1,Autopista libre\Autovía
2024003442,LE-Leon-022,42.604744,-5.552254,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,openSpace,LE-20,Multicarril
2024004428,ACCIONA - Grupo Engind,41.353,1.7296124,ACCIONA Recarga,2,120.0,iec62196T2COMBO,openSpace,N-340,Carretera convencional
2023004159,HYC23BZ0447A-,40.642387,-4.039017,"CEPSA COMERCIAL PETRÓLEO,S.A.U.",1,200.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,AP-6,Autopista peaje
2024005028,C6E15BCC21WPXBDSXA,42.29965,2.93955,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,N-2,Carretera convencional
2025000557,JV_AV-AREVALO-001-2,41.078594,-4.734442,CHARGING TOGETHER SL,6,400.0,chademo|iec62196T2COMBO,,A-6,Autopista libre\Autovía
2024004418,ACCIONA - El Molino,42.651638,-3.0842607,ACCIONA Recarga,2,22.0,iec62196T2,onstreet,N-1,Carretera convencional
2024007117,"Pla de Palau, 19",41.38216,2.184037,"BARCELONA DE SERVEIS MUNICIPALS, SA",1,3.6,domesticF,onstreet,B-10,Autopista libre\Autovía
LZJ3VW7IKIDHVCIS4KKS,C. Cárcaba - Villalón de Campos,42.098553,-5.032123,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet,N-610,Carretera convencional
BB07G68CVJRXQYQ0SIOS,VA-VILLALON-002,42.098553,-5.032123,IBERDROLA CLIENTES S.A.U,2,100.0,iec62196T2COMBO,onstreet,N-610,Carretera convencional
2024005000,C9LQ2A2105KXJZYTFC,42.40289,2.878264,"ENDESA X WAY, S.L.",2,350.0,iec62196T2COMBO,openSpace,N-2,Multicarril
HIAPVVPC7ICQIRNTQN9Z,TotalEnergies - Rest. Pimpilala,40.679813,-4.631971,"TotalEnergies Charging Services España, SLU",4,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-110,Carretera convencional
2024005445,22XP22T3KK4AK00002,36.48484,-4.97775,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2023002979,22XP22T3KKJAK00072,36.48484,-4.97775,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2024004211,Rest. El Colmenar,40.679806,-4.632006,WENEA EMOBILITY SERVICES S.L.,4,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-110,Carretera convencional
AKXHGZEJPZYRBGUQNFM5,TotalEnergies - Rest. Beltran Jenaro,40.764946,0.646396,"TotalEnergies Charging Services España, SLU",4,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-340,Carretera convencional
SBSYXQUVXYB62UQEHNR5,"Repsol ES, CRED LAS PEDRIZAS M.D",36.91815,-4.440617,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-46,Autopista peaje
2024004019,Hostal Rest. Asturias,40.18634,-6.006636,WENEA EMOBILITY SERVICES S.L.,5,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-630,Carretera convencional
2023003975,62017010920010,40.475807,-3.635219,"ENDESA X WAY, S.L.",1,7.4,iec62196T2,openSpace,M-40,Autopista libre\Autovía
DV1GSSKE4JICCE7MUJYV,"Repsol ES, CRED Alfafar",39.41072,-0.381149,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2COMBO,openSpace,V-31,Autopista libre\Autovía
2024004420,ACCIONA - H. LOS CEREZOS,41.096478,-3.594362,ACCIONA Recarga,2,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-1,Autopista libre\Autovía
2024001923,E-TO-Illescas-002,40.15005,-3.824799,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,,A-42,Autopista libre\Autovía
2025000210,Telpark - Valdecilla - México,43.457687,-3.826288,MAKSU ESPAÑA SL,12,22.0,iec62196T2,inBuilding,N-611,Carretera convencional
2024003518,Campo de las Naciones,40.458565,-3.616632,IONITY GmbH Sucursal en España,2,350.0,iec62196T2COMBO,onstreet,M-40,Autopista libre\Autovía
2023002184,Asturias,43.387463,-6.072723,EDP CLIENTES SAU,1,7.4,iec62196T2,onstreet,N-634,Carretera convencional
2023003628,61934038200013,36.75787,-2.80028,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-7S,Autopista libre\Autovía
2024000769,J-Jaen-001,37.81658,-3.771396,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-323,Carretera convencional
2025000286,Telpark  - Albareda Playa Canteras,28.145964,-15.430031,MAKSU ESPAÑA SL,8,7.0,iec62196T2,inBuilding,GC-1 AM,Multicarril
JWXTLMSW66ACT3JOJC9A,"Repsol ES, E.S. Massalavés M.D.",39.15396,-0.527742,REPSOL SOLUCIONES ENERGÉTICAS SA,3,150.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-7,Autopista libre\Autovía
2023003914,62009004500047,28.083603,-15.417641,"ENDESA X WAY, S.L.",1,7.4,iec62196T2,openSpace,GC-1 AM,Multicarril
2024004851,BI-Muskiz-003,43.322105,-3.112952,IBERDROLA CLIENTES S.A.U,3,50.0,chademo|iec62196T2|iec62196T2COMBO,,N-634,
2024004404,ACCIONA - Cafeteria la Cadiera,41.311134,-2.0019095,ACCIONA Recarga,2,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-2,Autopista libre\Autovía
2024002213,E-MU-Murcia-015,37.99002,-1.14402,IBERDROLA CLIENTES S.A.U,2,7.36,iec62196T2,,A-30,Autopista libre\Autovía
2024000590,A-Ondara-009,38.81839,0.02378,IBERDROLA CLIENTES S.A.U,8,350.0,chademo|iec62196T2COMBO,openSpace,N-332,Carretera convencional
2023002150,IONITY Campo de las Naciones,40.458576,-3.616638,IONITY GmbH Sucursal en España,4,350.0,iec62196T2COMBO,onstreet,M-40,Autopista libre\Autovía
2024007427,TRANSPORTES PENADES E HIJOS SL,38.850014,-1.0283376,TRANSPORTES PENADES E HIJOS SL,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-430A,Carretera convencional
2024003461,E-A-Alicante-023,38.34515,-0.550284,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,A-31,Autopista libre\Autovía
FOPDWWH1AL71VEAK4I9H,"Mercadona, Ctra. Nal. 433, Huelva",37.91684,-6.82365,REPSOL SOLUCIONES ENERGÉTICAS SA,6,22.17,iec62196T2,openSpace,N-433,Carretera convencional
2023002134,IONITY Briviesca Sur,42.526173,-3.333109,IONITY GmbH Sucursal en España,2,350.0,iec62196T2COMBO,onstreet,AP-1,Autopista libre\Autovía
P4EVUHU05IN4LZZ0OCAS,"Mercadona, Ignacio Ellacurría Beascoechea, Las Palmas",27.995571,-15.391286,REPSOL SOLUCIONES ENERGÉTICAS SA,6,22.17,iec62196T2,openSpace,GC-1,Autopista libre\Autovía
CBDJLGOGWNLFH27VD5B2,Hotel Abades Loja - Direccion Granada,37.1642,-4.168882,CHARGING TOGETHER SL,10,400.0,iec62196T2COMBO,openSpace,A-92,Autopista libre\Autovía
2023003152,C6E15BCC21HDXVTDLB,41.325336,-1.667795,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
MDGQ9FKPQGPLUWO53Q4Q,"Repsol ES, CRED Merida III",38.938477,-6.344544,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-630,Carretera convencional
2024005413,20XM32T8KK4AR00084,42.834167,-1.666352,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,PA-30,Multicarril
AID9PEQQ2WDYSFTIQUXC,Complex Comercial Vilafranca - INGETEAM EdRSR 1,41.335068,1.685886,"Etecnic Movilidad Electrica, SRL",2,22.0,iec62196T2,other,N-340,Carretera convencional
2024000729,E-MA-Estepona-001,36.406254,-5.192107,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,,A-7S,Multicarril
2024000318,LU-Taboada-001,42.71767,-7.76679,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,onstreet,N-540,Carretera convencional
SFFPKAWWBR5I6FWLVU93,"Repsol ES, CRED La Bicicleta",40.643116,-3.142868,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024000467,ZA-Zamora-003,41.51463,-5.74612,IBERDROLA CLIENTES S.A.U,4,320.0,iec62196T2|iec62196T2COMBO,openSpace,ZA-20,Multicarril
2024007115,"Josep Pla, 2",41.40719,2.218089,"BARCELONA DE SERVEIS MUNICIPALS, SA",2,50.0,chademo|domesticF|iec62196T2|iec62196T2COMBO,onstreet,B-10,Autopista libre\Autovía
2024002100,E-B-Barcelona-007,41.434017,2.147891,IBERDROLA CLIENTES S.A.U,2,7.4,iec62196T2,openSpace,B-20,Autopista libre\Autovía
2023002470,62224021740010,36.165764,-5.360959,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-351,Multicarril
W9QYQCQTFYJOV0TPEYIH,Estación bp Rincón de la Victoria,36.723408,-4.296901,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet,A-7S,Autopista libre\Autovía
8XKHHHWOICRPNW5BN0RS,"Repsol ES, CRED Bailén",38.08885,-3.779011,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-323,Carretera convencional
WY9RNZUXM1NRVUXMGDIC,"Repsol ES, Valaes S.L",40.673275,-3.610357,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-1,Autopista libre\Autovía
XAA3QV9IWKZUSXX5NAD5,"Av. de les Comarques Catalanes, 5",41.08972,0.643364,"Etecnic Movilidad Electrica, SRL",2,55.0,chademo|iec62196T2|iec62196T2COMBO,other,N-420A,Carretera convencional
2023002469,22XP22T3KKJAK00074,36.16579,-5.360989,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-351,Multicarril
KL8O6LQERSDOB335KHWP,TotalEnergies - Rest. Europa,40.69635,-6.417365,"TotalEnergies Charging Services España, SLU",4,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-620,Carretera convencional
PENZJ8IKYRQ684BKII7C,"Repsol ES, CRED Albacete",39.032806,-1.891447,REPSOL SOLUCIONES ENERGÉTICAS SA,5,150.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-31,Autopista libre\Autovía
C5ZMAI1I2JWHKS1GZY1G,"Repsol ES, CRED Sobradiel M.D.",41.730312,-1.031231,REPSOL SOLUCIONES ENERGÉTICAS SA,2,180.0,iec62196T2COMBO,openSpace,AP-68,Autopista peaje
2025000406,E-BA-BuenSuceso-001,38.431305,-6.416615,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,openSpace,N-432,Carretera convencional
70BRAQJIVHWDFCAEZGCG,CONSUM GILET,39.68209,-0.3288817,REMO SUSTAINABLE MOBILITY S.L,2,90.0,iec62196T2|iec62196T2COMBO,openSpace,N-234,Carretera convencional
2024000019,O-Cudillero-001,43.557884,-6.283715,IBERDROLA CLIENTES S.A.U,1,50.0,chademo|iec62196T2COMBO,onstreet,A-8,Autopista libre\Autovía
I4F2AJ9KEI25WOXFLQYA,"Repsol ES, Eurotrak",41.66645,1.210961,REPSOL SOLUCIONES ENERGÉTICAS SA,2,10.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
CKEXGIUV4FCHMAMKKZ6J,"Repsol ES, CRED Sobradiel M.I.",41.73174,-1.030398,REPSOL SOLUCIONES ENERGÉTICAS SA,2,180.0,iec62196T2COMBO,openSpace,AP-68,Autopista peaje
2024006438,"Castellón, Spain",40.00517,-0.05575,Tesla Spain SLU,12,250.0,iec62196T2COMBO,openSpace,AP-7N,Autopista libre\Autovía
65STLFBMSJDNWC7BBSYS,"Repsol ES, CRED Chucena Sur",37.34687,-6.423124,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-49,Autopista libre\Autovía
2024004639,DFG - Arama,43.063354,-2.166364,Diputación Foral de Gipuzkoa,2,22.0,iec62196T2,onstreet,A-1,Autopista libre\Autovía
2024005643,2112240163,37.52284,-5.157359,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,A-4,Autopista libre\Autovía
2024006891,US_129A_Oleiros,43.323215,-8.322574,"PLENOIL, S.L.",1,60.0,iec62196T2,onstreet,N-6,Carretera convencional
2024000239,SA-Salamanca-003,40.81054,-5.631658,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-630,Carretera convencional
2025000443,CC Portal de  la Marina by Porsche,38.81834,0.023807,CHARGING TOGETHER SL,8,350.0,chademo|iec62196T2COMBO,openSpace,N-332,Carretera convencional
2025000599,Restaurante Ruta de Europa - Dirección Vitoria,42.817654,-2.78025,CHARGING TOGETHER SL,8,400.0,chademo|iec62196T2COMBO,onstreet,A-1,Autopista libre\Autovía
KAPKPCJTDUQHN0OBQHL3,E.S. Pedresina,40.592,-6.790778,"Wenea Services Spain, S.L.",12,360.0,iec62196T2COMBO,onstreet,N-620,Carretera convencional
2024005941,HYC22BZ2727B,41.666157,1.210056,"ENDESA X WAY, S.L.",2,300.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024005412,20XM32T8KK4AR00082,42.834183,-1.666381,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,PA-30,Multicarril
2024003522,Marmolejo,38.029778,-4.164194,IONITY GmbH Sucursal en España,2,350.0,iec62196T2COMBO,onstreet,A-4,Autopista libre\Autovía
2024004537,Exe Barcelona Gate,41.36641,2.0495167,"Galp Energía España, S.A.U.",1,14.8,iec62196T2,openSpace,A-2,Autopista libre\Autovía
2023003935,61944046030009,37.184185,-3.958642,"ENDESA X WAY, S.L.",2,21.06,iec62196T2,openSpace,A-92,Autopista libre\Autovía
K39EMIBPEK3CQGWUHUXV,"Camí de Can Bros, 40-38",41.491707,1.913204,"Etecnic Movilidad Electrica, SRL",2,55.0,chademo|iec62196T2|iec62196T2COMBO,other,N-2,Autopista libre\Autovía
2024000756,M-AlcaladeHenares-009,40.50296,-3.36688,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2023004117,Hotel Área Tudanca - Aranda de Duero,41.623463,-3.687533,(ZUNDER) Grupo Easychargar SA,19,250.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-1,Carretera convencional
2023003032,22XP22T3KKJAK00030,40.44779,-3.635996,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,A-2,Autopista libre\Autovía
JDLDPQJAJ0JKHHGWNNKC,"Repsol ES, CRED Mataporquera",42.86685,-4.154992,REPSOL SOLUCIONES ENERGÉTICAS SA,3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-611,Carretera convencional
BD78ASGP0TFL738ADNMH,"Repsol ES, CRED Hernani Izdo.",43.277805,-1.978935,REPSOL SOLUCIONES ENERGÉTICAS SA,3,120.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-8,Autopista peaje
2023003330,61742038030005,41.6663,1.21047,"ENDESA X WAY, S.L.",2,21.06,iec62196T2,openSpace,A-2,Autopista libre\Autovía
YODLRGNYL06AXXC3OHOJ,Ap. BSM - Moll de la Fusta,41.38116,2.181465,"BARCELONA DE SERVEIS MUNICIPALS, SA",12,3.6,domesticF|iec62196T2,inBuilding,B-10,Autopista libre\Autovía
KRYSZ7JKW0HIZEQLTALX,E-S-Barreda-001,43.34338,-4.028721,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,openSpace,A-67,Autopista libre\Autovía
IJOJQSY29VJFD3GVWZCN,Ajuntament de Montferrer - INGETEAM EdRSR 1,42.34126,1.42221,"Etecnic Movilidad Electrica, SRL",2,22.0,iec62196T2,other,N-260,Carretera convencional
ZORXDNHMDJEFKM5OI0J4,"Repsol ES, CRED AREA 280 DIR. ZARAGOZA",41.516342,-1.287987,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024005744,22XP22T3KKJAK00086,42.751392,-0.514231,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,N-330A,Carretera convencional
2024000653,S-Islares-001,43.40378,-3.30663,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace,N-634,Carretera convencional
2024000912,ZA-Trabazos-001,41.74375,-6.496523,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-122,Carretera convencional
2024004560,Exe Reina Felicia,42.564102,-0.5638253,"Galp Energía España, S.A.U.",1,14.8,iec62196T2,openSpace,N-240,Carretera convencional
2023002288,APK2 Parque Europa,43.35557,-8.398154,EDP CLIENTES SAU,2,7.4,iec62196T2,onstreet,AC-12,Multicarril
2024005602,22XP22T3KKJAK00223,40.462982,-3.784493,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,A-6,Autopista libre\Autovía
2024006397,"Ariza, Spain",41.31299,-2.002211,Tesla Spain SLU,12,250.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024005082,20XP22T3KK4AL01158,37.552807,-6.764238,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-435,Carretera convencional
KJJ2TCEDWTOJI45AUYED,McDonald's - Mieres,43.23428,-5.779451,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,openSpace,A-66,Autopista libre\Autovía
2025000494,Porsche HPC_RESTAURANTE LA HACIENDA - LA BAÑEZA,42.286953,-5.913263,CHARGING TOGETHER SL,8,350.0,chademo|iec62196T2COMBO,,A-6,Autopista libre\Autovía
2023004169,GALP Gironès - Sur,41.90578,2.771696,Punto Recargas SL,1,22.0,iec62196T2,onstreet,AP-7N,Autopista peaje
2024003889,E-VA-Valladolid-018,41.646385,-4.694335,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,,VA-20,Multicarril
2024005116,6819000119,28.138275,-15.430175,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,GC-1 AM,Multicarril
2024006793,E-M-Madrid-218,40.45511,-3.585758,IBERDROLA CLIENTES S.A.U,16,22.0,iec62196T2,openSpace,M-14,Autopista libre\Autovía
2024003568,E.leclerc Gas station Zizur,42.78699,-1.698371,Punto Recargas SL,2,150.0,iec62196T2COMBO,onstreet,A-12,Autopista libre\Autovía
2024000293,SS-Acitain-001,43.190002,-2.454243,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-634,
2024006909,US_165_A_Orihuela_III,37.937355,-0.7218518,"PLENOIL, S.L.",1,60.0,iec62196T2,onstreet,N-332,Multicarril
2024004649,SHELL JUAN GRANDE,27.80389,-15.482338,Prio Recharge Sl.,2,60.0,iec62196T2COMBO,other,GC-1,Autopista libre\Autovía
2024000619,E-LO-Cenicero-001,42.481728,-2.648003,IBERDROLA CLIENTES S.A.U,1,22.0,iec62196T2,onstreet,N-232,Carretera convencional
TAR6SL4X6OJWKSWLTCRF,Estación de Servicio Monte Las Encinas,41.773834,-5.311668,CHARGING TOGETHER SL,8,150.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-6,Autopista libre\Autovía
2024004817,B-Sabadell-012,41.51294,2.10274,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,,C-58,Autopista libre\Autovía
2024006380,"L´Aldea, Spain",40.75304,0.607524,Tesla Spain SLU,16,250.0,iec62196T2|iec62196T2COMBO,openSpace,N-340,Carretera convencional
2024004889,Celler Rende Masdeu,41.39325,1.1302,Atlante Iberia S.L.,1,150.0,iec62196T2COMBO,onstreet,N-240,Carretera convencional
2025000373,CARREFOUR SAN PABLO,37.40947,-5.940122,CENTROS COMERCIALES CARREFOUR SA,1,50.0,chademo|iec62196T2COMBO,openSpace,A-4,Autopista libre\Autovía
2024000948,E-BU-Rubena-001,42.380997,-3.58387,IBERDROLA CLIENTES S.A.U,10,7.36,iec62196T2,,AP-1,Autopista libre\Autovía
2024006238,24XP22T3QQJAN00014,43.517937,-5.577645,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-632,Carretera convencional
2024006283,24XP22T3QQJAN01191,43.517937,-5.577645,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-632,Carretera convencional
XVTS9AAYDFXCSVX94QYB,"Repsol ES, CRED Molins",41.39367,2.025168,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,B-23,Autopista libre\Autovía
2024006128,C6E06BCC21SUNQYNRD,28.112495,-15.417481,"ENDESA X WAY, S.L.",2,60.0,iec62196T2COMBO,openSpace,GC-1 AM,Multicarril
2024006130,62230022100039,28.112495,-15.417481,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,GC-1 AM,Multicarril
ERVWPIJRCWXTIYXNVXM3,"Repsol ES, Bargues, S.L",41.63844,0.874253,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
GCTVCM70RU0PEICGHLPW,MLC - Estación de Servicio Vallada,38.894703,-0.72476,Punto Recargas SL,4,150.0,iec62196T2COMBO,onstreet,A-35,Autopista libre\Autovía
W0ZO4K3UW72IDO5PGMJC,"Repsol ES, CRED Altube Dirección Bilbao",42.966206,-2.870166,REPSOL SOLUCIONES ENERGÉTICAS SA,2,180.0,iec62196T2COMBO,openSpace,AP-68,Autopista peaje
2024005918,62234031810007,28.071926,-16.553892,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,TF-1,Autopista libre\Autovía
2023002459,HYC21BZ1391A,37.67348,-4.559241,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,N-432,Carretera convencional
2023002453,HYC21BZ1388A,37.67348,-4.559241,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,N-432,Carretera convencional
2024005846,23XP22T3QQJAN00134,42.751373,-0.514201,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,N-330A,Carretera convencional
2024006147,HYC22BZ3429B,42.45592,-2.407777,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,LO-20,Autopista libre\Autovía
2024006145,22XQ11T2N03BP00096,42.45592,-2.407777,"ENDESA X WAY, S.L.",1,22.0,iec62196T2,openSpace,LO-20,Autopista libre\Autovía
2024006149,22XQ11T2N03BP00093,42.45592,-2.407777,"ENDESA X WAY, S.L.",1,22.0,iec62196T2,openSpace,LO-20,Autopista libre\Autovía
IGMHC7XWYI001PLEVRSS,"Mercadona, Illaramendi Etorbidea, Gipuzkoa",43.2248,-2.023937,REPSOL SOLUCIONES ENERGÉTICAS SA,6,22.17,iec62196T2,openSpace,A-15,Autopista libre\Autovía
2025000359,CARREFOUR TARRAGONA,41.127766,1.2051377,CENTROS COMERCIALES CARREFOUR SA,1,50.0,chademo|iec62196T2COMBO,openSpace,T-11,Multicarril
IUMMBFS3NG452KLB8U33,"Repsol ES, CRED Cazalegas I",39.988556,-4.703472,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-5,Autopista libre\Autovía
2024006831,CU-CUENCA-004,40.076397,-2.151211,IBERDROLA CLIENTES S.A.U,6,50.0,chademo|iec62196T2|iec62196T2COMBO,,A-40,Autopista libre\Autovía
2024004793,NA-Tudela-004,42.05925,-1.630778,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,,A-68,Autopista libre\Autovía
2023003031,62224021740006,40.447758,-3.635966,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024001063,BI-BARAKALDO-001,43.289112,-3.007839,IBERDROLA CLIENTES S.A.U,2,7.3,iec62196T2,,BI-10,Autopista libre\Autovía
2024004024,E.S. Exoil Pista de Silla,39.420708,-0.373873,WENEA EMOBILITY SERVICES S.L.,6,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,V-31,Autopista libre\Autovía
2023002981,21XP22T3KK4AL00162,39.007942,-1.883201,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-322,Autopista libre\Autovía
2024005898,23XP22T3QQJAN00164,40.46295,-3.784501,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,A-6,Autopista libre\Autovía
4MPCNVB4UQVV9BX1EX2G,TotalEnergies - Rest. El Navarro,41.54008,-1.237246,"TotalEnergies Charging Services España, SLU",7,140.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-2,Autopista libre\Autovía
2024005943,HYC22BZ4024B,41.666195,1.21003,"ENDESA X WAY, S.L.",2,300.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024007084,GASOLINERA RAFAL,39.584442,2.6715586,"FENIE ENERGIA, SA",1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,Ma-20,Autopista libre\Autovía
2024004109,Hotel NH Alcorcón,40.3511,-3.846266,WENEA EMOBILITY SERVICES S.L.,2,7.4,iec62196T2,onstreet,A-5,Autopista libre\Autovía
2024006440,"Toledo, Spain",39.863243,-3.974073,Tesla Spain SLU,8,250.0,iec62196T2COMBO,openSpace,TO-23,Multicarril
2025000020,E-M-Torrelodones-002,40.57135,-3.924426,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,,A-6,Autopista libre\Autovía
2024004385,ACCIONA - El Aral,41.313244,-2.0027764,ACCIONA Recarga,2,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
L42TFBM8NZ9AI6ZRTFHE,US_202_Irura I,43.16909,-2.06679,"PLENOIL, S.L.",1,60.0,iec62196T2COMBO,onstreet,A-1,Autopista libre\Autovía
2023002167,Avia - Tapia de Casariego,43.561874,-6.923124,EDP CLIENTES SAU,1,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-634,Carretera convencional
FKCQOZZHETAKUEWUAEII,"Repsol ES, CRED Amorebieta Dcha",43.231743,-2.756243,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-8,Autopista peaje
2023002144,IONITY Trigueros Sur,37.331757,-6.8012576,IONITY GmbH Sucursal en España,2,350.0,iec62196T2COMBO,onstreet,A-49,Autopista libre\Autovía
